budget,method,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,true_risk,estimated_risk,coverage,risk_breach,deploy_utility,deploy_utility_ci95,regret_to_oracle
0.07,preference_transformer_no_side_effects,8,80,0.530078,0.012214,0.527335,0.484431,0.012418,0.346487,0.002197,0.10886,0.006603,0.087237,0.006603,0.097443,0.253675,0.096685,0.521608,0.125058,0.124278,0.169378,0.186212,0.0,0.0,0.107662,0.000395,0.30299
0.07,preference_transformer_no_side_effects,9,80,0.53112,0.011517,0.527334,0.484888,0.011528,0.345836,0.002343,0.109213,0.006607,0.087339,0.006471,0.098275,0.253675,0.096049,0.520955,0.125065,0.124716,0.169721,0.187362,0.0,0.0,0.107577,0.000393,0.29742
0.07,human_query_max_uncertainty,0,80,0.529036,0.011269,0.53175,0.503724,0.011152,0.439046,0.00217,0.092145,0.005473,0.076419,0.005531,0.098165,0.438478,0.088582,0.574618,0.107369,0.106086,0.145398,0.157853,0.0,0.0,0.107161,0.000334,0.273959
0.07,human_query_max_uncertainty,1,80,0.534115,0.010176,0.531356,0.506879,0.009586,0.43777,0.002524,0.092629,0.005505,0.077403,0.005467,0.097374,0.438478,0.089299,0.573815,0.108287,0.106718,0.1466,0.157904,0.0,0.0,0.107057,0.000339,0.281723
0.07,human_query_max_uncertainty,2,80,0.534505,0.01195,0.531143,0.507709,0.011251,0.439747,0.002106,0.093027,0.005429,0.077285,0.005524,0.097468,0.438478,0.088909,0.575208,0.10773,0.106906,0.146643,0.159469,0.0,0.0,0.107238,0.000335,0.278
0.07,human_query_max_uncertainty,3,80,0.535807,0.012219,0.531064,0.508386,0.011825,0.440174,0.002454,0.092928,0.005644,0.078371,0.005451,0.097632,0.438478,0.089062,0.573972,0.108425,0.106274,0.147274,0.160711,0.0,0.0,0.107077,0.000323,0.276959
0.07,human_query_max_uncertainty,4,80,0.529818,0.012175,0.531468,0.50382,0.011385,0.438087,0.002252,0.092209,0.005526,0.07641,0.005365,0.097835,0.438478,0.088999,0.574128,0.108318,0.10774,0.145993,0.158843,0.0,0.0,0.107098,0.000331,0.275281
0.07,human_query_max_uncertainty,5,80,0.53138,0.012147,0.532289,0.504894,0.011793,0.440513,0.002115,0.093734,0.005471,0.076947,0.005442,0.097891,0.438478,0.089317,0.574023,0.108727,0.106838,0.14713,0.159911,0.0,0.0,0.107084,0.000332,0.280881
0.07,human_query_max_uncertainty,6,80,0.524349,0.011891,0.53163,0.499179,0.011132,0.43918,0.001916,0.093399,0.005333,0.076735,0.005418,0.097472,0.438478,0.090024,0.574036,0.10815,0.106833,0.146655,0.159334,0.0,0.0,0.107085,0.000322,0.282199
0.07,human_query_max_uncertainty,7,80,0.524089,0.012022,0.531072,0.499303,0.011669,0.43761,0.002445,0.092198,0.005369,0.07709,0.005517,0.097036,0.438478,0.088094,0.574176,0.107571,0.107281,0.146076,0.159154,0.0,0.0,0.107104,0.000329,0.294719
0.07,human_query_max_uncertainty,8,80,0.530729,0.011813,0.532587,0.504685,0.011867,0.43915,0.002249,0.092395,0.005602,0.077093,0.00553,0.09762,0.438478,0.088442,0.57415,0.108383,0.106945,0.146358,0.158424,0.0,0.0,0.1071,0.000375,0.282736
0.07,human_query_max_uncertainty,9,80,0.529427,0.011695,0.530888,0.503017,0.010921,0.436507,0.002659,0.092707,0.00551,0.077204,0.005547,0.09722,0.438478,0.089015,0.574272,0.107477,0.107624,0.14647,0.158295,0.0,0.0,0.107116,0.00034,0.279291
0.07,physical_affordance_penalty,0,80,0.540755,0.010158,0.545042,0.517705,0.009835,0.410092,0.00245,0.086232,0.004841,0.062934,0.004238,0.119728,0.241984,0.090278,0.512315,0.106168,0.130786,0.138526,0.149594,0.0,0.0,0.106922,0.00029,0.259978
0.07,physical_affordance_penalty,1,80,0.542578,0.011561,0.544741,0.518905,0.010935,0.407847,0.001836,0.085655,0.004818,0.062232,0.004183,0.121532,0.241984,0.090427,0.513267,0.106848,0.131285,0.138078,0.148887,0.0,0.0,0.107045,0.000257,0.269697
0.07,physical_affordance_penalty,2,80,0.55026,0.012896,0.544419,0.525283,0.011155,0.408818,0.001951,0.084726,0.004762,0.063703,0.004066,0.120581,0.241984,0.090769,0.514279,0.106752,0.131557,0.138386,0.148827,0.0,0.0,0.107177,0.000306,0.260427
0.07,physical_affordance_penalty,3,80,0.553125,0.010851,0.54475,0.527123,0.010224,0.407634,0.002074,0.085843,0.005032,0.063546,0.004149,0.120334,0.241984,0.090521,0.514871,0.107383,0.13159,0.139128,0.149149,0.0,0.0,0.107254,0.000256,0.258222
0.07,physical_affordance_penalty,4,80,0.54362,0.011207,0.544814,0.520001,0.010383,0.408477,0.00217,0.085357,0.004647,0.063074,0.004292,0.12052,0.241984,0.090073,0.51429,0.106806,0.131343,0.138376,0.148236,0.0,0.0,0.107178,0.0003,0.2591
0.07,physical_affordance_penalty,5,80,0.549349,0.010424,0.545717,0.523734,0.009874,0.407281,0.002314,0.086422,0.005021,0.063243,0.003998,0.121001,0.241984,0.090733,0.513023,0.106786,0.130938,0.13901,0.150409,0.0,0.0,0.107014,0.000318,0.26204
0.07,physical_affordance_penalty,6,80,0.549349,0.011868,0.546493,0.524253,0.010673,0.407617,0.002182,0.085299,0.004933,0.062969,0.004078,0.121372,0.241984,0.090581,0.514178,0.106985,0.131612,0.138382,0.149176,0.0,0.0,0.107164,0.000295,0.257125
0.07,physical_affordance_penalty,7,80,0.547656,0.013028,0.546286,0.522626,0.012022,0.406491,0.00229,0.085258,0.004767,0.063807,0.004113,0.121167,0.241984,0.090857,0.514491,0.106601,0.130713,0.138558,0.149086,0.0,0.0,0.107204,0.000277,0.271396
0.07,physical_affordance_penalty,8,80,0.552344,0.012913,0.545689,0.526626,0.011477,0.406049,0.002174,0.085649,0.004565,0.062776,0.004087,0.120018,0.241984,0.090646,0.514188,0.106155,0.130455,0.138037,0.147364,0.0,0.0,0.107165,0.00029,0.260795
0.07,physical_affordance_penalty,9,80,0.545182,0.011757,0.546529,0.520739,0.010714,0.407375,0.002138,0.085808,0.004735,0.06319,0.004142,0.120633,0.241984,0.090747,0.514716,0.107326,0.131689,0.13891,0.150597,0.0,0.0,0.107234,0.000283,0.261569
0.07,risk_calibrated_reward_model,0,80,0.561589,0.014456,0.562796,0.562896,0.012908,0.451759,0.00227,0.073803,0.004338,0.061635,0.003956,0.097946,0.240321,0.082964,0.595122,0.095016,0.108687,0.123489,0.127359,0.025,0.025,0.131649,0.019436,0.214787
0.07,risk_calibrated_reward_model,1,80,0.558984,0.012418,0.564254,0.56059,0.011184,0.448995,0.002289,0.072873,0.004543,0.061573,0.004037,0.098263,0.240321,0.083533,0.596167,0.094452,0.109462,0.122897,0.127127,0.0,0.0,0.117889,0.000286,0.228011
0.07,risk_calibrated_reward_model,2,80,0.566146,0.012666,0.562224,0.566474,0.011138,0.450572,0.002188,0.073025,0.004334,0.062479,0.003874,0.096725,0.240321,0.083107,0.596033,0.094863,0.109655,0.123642,0.126708,0.0125,0.0,0.123887,0.011835,0.219235
0.07,risk_calibrated_reward_model,3,80,0.565625,0.012037,0.562056,0.566444,0.01069,0.450924,0.002051,0.0728,0.004426,0.06135,0.004054,0.097319,0.240321,0.082761,0.595474,0.094406,0.109735,0.122766,0.126454,0.05,0.0375,0.140959,0.022455,0.218901
0.07,risk_calibrated_reward_model,4,80,0.566146,0.012355,0.563967,0.566741,0.01105,0.451391,0.002042,0.073853,0.004397,0.061266,0.003748,0.09714,0.240321,0.083185,0.596487,0.094739,0.10925,0.123336,0.126987,0.0,0.0,0.11793,0.000274,0.21236
0.07,risk_calibrated_reward_model,5,80,0.561198,0.010959,0.562596,0.562938,0.009713,0.451994,0.002091,0.073217,0.00417,0.061241,0.003983,0.097559,0.240321,0.083596,0.595683,0.094467,0.109112,0.122852,0.127493,0.0,0.0,0.117826,0.000251,0.222837
0.07,risk_calibrated_reward_model,6,80,0.564974,0.009915,0.56309,0.566553,0.009286,0.452955,0.00212,0.071597,0.004352,0.061506,0.003866,0.097915,0.240321,0.083066,0.595858,0.094628,0.109707,0.122213,0.126152,0.0,0.0,0.117849,0.000281,0.214825
0.07,risk_calibrated_reward_model,7,80,0.560286,0.010924,0.563093,0.562923,0.009871,0.451313,0.002164,0.071961,0.004255,0.060902,0.004043,0.097746,0.240321,0.082304,0.596716,0.093575,0.10918,0.121696,0.125976,0.025,0.0,0.130127,0.016861,0.231098
0.07,risk_calibrated_reward_model,8,80,0.570182,0.011649,0.563489,0.569797,0.010671,0.451481,0.001945,0.073472,0.004223,0.061468,0.003879,0.097747,0.240321,0.0836,0.595827,0.0951,0.109456,0.123366,0.127645,0.025,0.0125,0.13086,0.018028,0.217624
0.07,risk_calibrated_reward_model,9,80,0.56224,0.012029,0.562423,0.563047,0.010932,0.449717,0.002164,0.073446,0.004229,0.061451,0.004033,0.097464,0.240321,0.083544,0.596059,0.096391,0.109769,0.123759,0.127662,0.0125,0.0125,0.123563,0.011198,0.219261
0.07,proposed_side_effect_preference_model_v4,0,80,0.594922,0.010189,0.595003,0.617025,0.008621,0.521798,0.002689,0.051241,0.002955,0.053195,0.003121,0.098627,0.223665,0.077372,0.615327,0.077065,0.117893,0.102308,0.104979,0.05,0.0,0.147332,0.025437,0.160657
0.07,proposed_side_effect_preference_model_v4,1,80,0.598177,0.010136,0.595081,0.619182,0.008975,0.519311,0.00218,0.051928,0.003087,0.052888,0.003273,0.098356,0.223665,0.077426,0.616773,0.077544,0.117957,0.10268,0.10647,0.05,0.0,0.1476,0.025476,0.169419
0.07,proposed_side_effect_preference_model_v4,2,80,0.589844,0.011372,0.595124,0.613045,0.009739,0.520003,0.002394,0.051759,0.003153,0.052001,0.003148,0.097621,0.223665,0.07709,0.616131,0.077147,0.117651,0.101919,0.104838,0.0625,0.0125,0.152057,0.026539,0.172664
0.07,proposed_side_effect_preference_model_v4,3,80,0.58724,0.011203,0.596031,0.610602,0.010047,0.518124,0.002267,0.050801,0.003184,0.053169,0.003338,0.099147,0.223665,0.077174,0.617175,0.077512,0.116856,0.101977,0.105251,0.0625,0.0,0.155432,0.029452,0.174743
0.07,proposed_side_effect_preference_model_v4,4,80,0.591927,0.011576,0.59523,0.614198,0.010149,0.519301,0.002075,0.051678,0.003033,0.052465,0.003171,0.098707,0.223665,0.077175,0.615588,0.07819,0.117661,0.102426,0.105742,0.075,0.0125,0.160152,0.030399,0.164903
0.07,proposed_side_effect_preference_model_v4,5,80,0.595313,0.012592,0.595622,0.617206,0.011033,0.521413,0.002234,0.051917,0.003251,0.053585,0.003234,0.098061,0.223665,0.076997,0.616533,0.077371,0.117666,0.102963,0.106051,0.0875,0.0,0.166538,0.032509,0.168569
0.07,proposed_side_effect_preference_model_v4,6,80,0.590495,0.012087,0.594451,0.612593,0.01058,0.517597,0.002172,0.051639,0.003084,0.053497,0.003036,0.098813,0.223665,0.077078,0.615729,0.077079,0.117679,0.102673,0.105623,0.05,0.0,0.148839,0.026849,0.168785
0.07,proposed_side_effect_preference_model_v4,7,80,0.598698,0.011135,0.59654,0.620783,0.00942,0.521236,0.002088,0.050427,0.003148,0.052142,0.003205,0.098307,0.223665,0.077109,0.616452,0.076494,0.117373,0.100992,0.103187,0.0875,0.0,0.165725,0.032021,0.173239
0.07,proposed_side_effect_preference_model_v4,8,80,0.598698,0.011088,0.595581,0.619761,0.00985,0.518566,0.00219,0.051049,0.003182,0.05273,0.003279,0.098204,0.223665,0.077843,0.61647,0.077472,0.117366,0.101956,0.106044,0.0625,0.0125,0.154528,0.028588,0.16766
0.07,proposed_side_effect_preference_model_v4,9,80,0.595313,0.010602,0.594897,0.616955,0.009301,0.518526,0.002212,0.050745,0.003251,0.053846,0.003227,0.097594,0.223665,0.076853,0.615992,0.078184,0.117089,0.102554,0.105772,0.05,0.0,0.147301,0.02532,0.165353
0.07,side_effect_causal_preference_model_v5,0,80,0.640885,0.011112,0.629915,0.697097,0.009378,0.590034,0.002347,0.034282,0.002044,0.041663,0.002042,0.077141,0.208939,0.06643,0.714819,0.056859,0.082591,0.074002,0.067909,0.5625,0.2875,0.456808,0.063137,0.080586
0.07,side_effect_causal_preference_model_v5,1,80,0.638802,0.010361,0.631433,0.695196,0.008793,0.587835,0.002194,0.03452,0.002304,0.041506,0.002033,0.076995,0.208939,0.06653,0.715753,0.056349,0.082137,0.073828,0.067983,0.5375,0.2375,0.439823,0.062725,0.093406
0.07,side_effect_causal_preference_model_v5,2,80,0.629167,0.012005,0.630979,0.68728,0.010142,0.588165,0.002352,0.034668,0.002141,0.041786,0.001861,0.077468,0.208939,0.066361,0.714714,0.056181,0.082267,0.074046,0.068481,0.525,0.2375,0.431136,0.062759,0.098429
0.07,side_effect_causal_preference_model_v5,3,80,0.635026,0.011511,0.631724,0.691443,0.009473,0.586887,0.002044,0.035779,0.002374,0.042012,0.002104,0.076656,0.208939,0.066006,0.71395,0.056159,0.081564,0.074685,0.067851,0.5125,0.25,0.422758,0.062435,0.093902
0.07,side_effect_causal_preference_model_v5,4,80,0.630078,0.011306,0.629121,0.68805,0.009744,0.588607,0.00208,0.034154,0.002339,0.041887,0.002038,0.077149,0.208939,0.067007,0.713688,0.05657,0.081836,0.073836,0.067551,0.5875,0.275,0.464706,0.061615,0.091051
0.07,side_effect_causal_preference_model_v5,5,80,0.62487,0.01274,0.630716,0.683694,0.010295,0.587263,0.002077,0.034866,0.002162,0.041221,0.002058,0.077389,0.208939,0.066524,0.714017,0.056333,0.081852,0.073812,0.068543,0.4875,0.175,0.405455,0.061802,0.102081
0.07,side_effect_causal_preference_model_v5,6,80,0.623307,0.010397,0.630436,0.682427,0.008654,0.587576,0.001951,0.034577,0.001919,0.04208,0.002063,0.07718,0.208939,0.066002,0.714356,0.056528,0.082402,0.07428,0.067694,0.575,0.3125,0.452989,0.060767,0.098951
0.07,side_effect_causal_preference_model_v5,7,80,0.635156,0.010111,0.631811,0.691938,0.008511,0.586698,0.002173,0.034482,0.002426,0.041502,0.002218,0.077743,0.208939,0.06633,0.714296,0.056473,0.081208,0.07367,0.066978,0.55,0.2875,0.446448,0.062627,0.102083
0.07,side_effect_causal_preference_model_v5,8,80,0.635938,0.011004,0.630847,0.691878,0.009288,0.586174,0.00193,0.034559,0.002188,0.042727,0.001984,0.07727,0.208939,0.066736,0.714031,0.057246,0.082512,0.074853,0.068921,0.45,0.175,0.390354,0.062837,0.095543
0.07,side_effect_causal_preference_model_v5,9,80,0.635286,0.011156,0.630805,0.692439,0.009297,0.588807,0.002376,0.034489,0.00241,0.041109,0.002056,0.077113,0.208939,0.067225,0.71453,0.056222,0.082065,0.073538,0.066361,0.6125,0.325,0.480302,0.0611,0.089869
0.07,oracle_human_side_effect_judge,0,80,0.701172,0.010328,0.707385,0.777682,0.008323,0.627018,0.002409,0.017542,0.001235,0.029393,0.001018,0.058121,0.194171,0.057003,0.791074,0.041966,0.062822,0.049693,0.035964,1.0,0.0,0.777682,0.008323,0.0
0.07,oracle_human_side_effect_judge,1,80,0.714453,0.010443,0.707918,0.788601,0.008594,0.628814,0.002368,0.016144,0.001295,0.030647,0.001205,0.058254,0.194171,0.057631,0.79005,0.042813,0.061193,0.049528,0.036665,1.0,0.0,0.788601,0.008594,0.0
0.07,oracle_human_side_effect_judge,2,80,0.710938,0.011126,0.707429,0.785709,0.009154,0.626196,0.002198,0.016273,0.001248,0.029725,0.001156,0.058524,0.194171,0.057332,0.791664,0.042726,0.061349,0.04909,0.03646,1.0,0.0,0.785709,0.009154,0.0
0.07,oracle_human_side_effect_judge,3,80,0.711198,0.010682,0.707551,0.785345,0.008878,0.62745,0.002289,0.016832,0.001401,0.030091,0.001113,0.059053,0.194171,0.057228,0.789123,0.043177,0.062832,0.050013,0.036196,1.0,0.0,0.785345,0.008878,0.0
0.07,oracle_human_side_effect_judge,4,80,0.703125,0.01062,0.709359,0.779101,0.008606,0.626858,0.002311,0.016912,0.001473,0.029701,0.001292,0.059278,0.194171,0.057627,0.790962,0.043222,0.061737,0.049657,0.036804,1.0,0.0,0.779101,0.008606,0.0
0.07,oracle_human_side_effect_judge,5,80,0.711589,0.010778,0.707222,0.785775,0.008694,0.625913,0.002124,0.016893,0.00127,0.029373,0.001117,0.058995,0.194171,0.057198,0.789535,0.042244,0.061967,0.049229,0.036762,1.0,0.0,0.785775,0.008694,0.0
0.07,oracle_human_side_effect_judge,6,80,0.70599,0.010228,0.707094,0.781378,0.008203,0.626872,0.002038,0.017342,0.001221,0.029785,0.001179,0.058,0.194171,0.05775,0.791044,0.042645,0.062137,0.049863,0.0371,1.0,0.0,0.781378,0.008203,0.0
0.07,oracle_human_side_effect_judge,7,80,0.721615,0.010189,0.708047,0.794021,0.008185,0.627282,0.001962,0.017255,0.001221,0.029454,0.001047,0.058372,0.194171,0.056988,0.790498,0.042365,0.062901,0.049686,0.036723,1.0,0.0,0.794021,0.008185,0.0
0.07,oracle_human_side_effect_judge,8,80,0.713411,0.009946,0.708216,0.787421,0.008094,0.626173,0.002007,0.01673,0.001193,0.02989,0.001216,0.058676,0.194171,0.056928,0.790387,0.042098,0.061569,0.049312,0.03585,1.0,0.0,0.787421,0.008094,0.0
0.07,oracle_human_side_effect_judge,9,80,0.706771,0.00874,0.707691,0.782308,0.006965,0.62872,0.001994,0.016568,0.001375,0.029931,0.001058,0.058963,0.194171,0.057837,0.789276,0.042686,0.061227,0.049344,0.034844,1.0,0.0,0.782308,0.006965,0.0
0.08,success_only_policy,0,80,0.405599,0.015186,0.408399,0.270038,0.017893,0.106534,0.002016,0.188075,0.010996,0.126406,0.010241,0.095642,0.080889,0.129994,0.236759,0.183779,0.187623,0.265101,0.30635,0.0,0.0,0.077543,0.000582,0.507645
0.08,success_only_policy,1,80,0.417318,0.014633,0.407728,0.279498,0.01689,0.106488,0.002116,0.187785,0.010938,0.126292,0.01024,0.09512,0.080889,0.130237,0.236246,0.18436,0.186948,0.26491,0.306336,0.0,0.0,0.077476,0.000551,0.509103
0.08,success_only_policy,2,80,0.416406,0.014917,0.408345,0.278521,0.017537,0.106861,0.002319,0.18779,0.011316,0.126434,0.010132,0.094809,0.080889,0.130121,0.235031,0.18475,0.188405,0.265364,0.305597,0.0,0.0,0.077318,0.000548,0.507188
0.08,success_only_policy,3,80,0.408203,0.015006,0.408679,0.272237,0.01802,0.103579,0.002158,0.18703,0.011158,0.126831,0.010277,0.094186,0.080889,0.129197,0.237522,0.183051,0.187339,0.264478,0.304329,0.0,0.0,0.077642,0.000575,0.513107
0.08,success_only_policy,4,80,0.41263,0.011326,0.407254,0.276127,0.01413,0.106968,0.002285,0.187189,0.01137,0.126172,0.010074,0.094974,0.080889,0.13023,0.236436,0.184278,0.186679,0.264426,0.305044,0.0,0.0,0.077501,0.000543,0.502974
0.08,success_only_policy,5,80,0.406641,0.013017,0.407529,0.270973,0.015615,0.106107,0.002229,0.187401,0.011217,0.126129,0.010359,0.09424,0.080889,0.130348,0.236036,0.184664,0.187942,0.264861,0.306315,0.0,0.0,0.077449,0.00058,0.514802
0.08,success_only_policy,6,80,0.413411,0.013402,0.408539,0.275775,0.016242,0.103113,0.002074,0.18692,0.010943,0.12679,0.010356,0.095528,0.080889,0.130245,0.236884,0.184348,0.18838,0.264942,0.305754,0.0,0.0,0.077559,0.000567,0.505603
0.08,success_only_policy,7,80,0.401953,0.013038,0.409923,0.267889,0.015803,0.1058,0.002165,0.186885,0.011077,0.126174,0.010293,0.094391,0.080889,0.128973,0.238226,0.183568,0.187604,0.264219,0.305497,0.0,0.0,0.077734,0.000585,0.526133
0.08,success_only_policy,8,80,0.407813,0.014044,0.409383,0.272362,0.016772,0.105062,0.002393,0.186645,0.011282,0.125734,0.010203,0.095387,0.080889,0.129486,0.236632,0.182472,0.187592,0.263524,0.303551,0.0,0.0,0.077527,0.000556,0.515059
0.08,success_only_policy,9,80,0.406901,0.015423,0.408291,0.271079,0.017802,0.104296,0.002359,0.187479,0.011206,0.126312,0.010247,0.095059,0.080889,0.130141,0.238153,0.183925,0.187524,0.264726,0.304973,0.0,0.0,0.077724,0.000558,0.511229
0.08,generic_pairwise_preference_model,0,80,0.462891,0.012438,0.469975,0.364651,0.013934,0.224653,0.002318,0.150121,0.008799,0.108987,0.008567,0.107724,0.196457,0.11477,0.356983,0.153927,0.162841,0.220514,0.250137,0.0,0.0,0.08855,0.000482,0.413031
0.08,generic_pairwise_preference_model,1,80,0.467318,0.01354,0.468017,0.369128,0.014885,0.22498,0.002635,0.149126,0.008801,0.107644,0.008496,0.10743,0.196457,0.11467,0.359167,0.154051,0.163695,0.219374,0.248435,0.0,0.0,0.088833,0.000446,0.419473
0.08,generic_pairwise_preference_model,2,80,0.477474,0.014416,0.469425,0.37654,0.016157,0.223704,0.002152,0.150398,0.008832,0.106899,0.008408,0.107922,0.196457,0.115323,0.357981,0.154887,0.162882,0.219781,0.249942,0.0,0.0,0.088679,0.000467,0.40917
0.08,generic_pairwise_preference_model,3,80,0.469661,0.014993,0.471343,0.370358,0.01647,0.224866,0.002144,0.150246,0.00881,0.10855,0.008475,0.107095,0.196457,0.115153,0.357757,0.153267,0.16274,0.220138,0.250755,0.0,0.0,0.08865,0.000458,0.414986
0.08,generic_pairwise_preference_model,4,80,0.467448,0.014365,0.469408,0.369017,0.015319,0.225047,0.002337,0.14976,0.008933,0.107487,0.008552,0.107694,0.196457,0.114436,0.357715,0.154474,0.16235,0.219529,0.248988,0.0,0.0,0.088645,0.000422,0.410084
0.08,generic_pairwise_preference_model,5,80,0.466927,0.01284,0.468344,0.368692,0.014292,0.224865,0.00221,0.149504,0.008975,0.107042,0.008449,0.108198,0.196457,0.115433,0.358562,0.154281,0.162313,0.219071,0.24951,0.0,0.0,0.088755,0.00046,0.417082
0.08,generic_pairwise_preference_model,6,80,0.467578,0.013811,0.46902,0.369057,0.014484,0.22575,0.002403,0.150202,0.008916,0.107956,0.008654,0.107454,0.196457,0.115782,0.358996,0.153394,0.162533,0.219779,0.250305,0.0,0.0,0.088811,0.000506,0.412321
0.08,generic_pairwise_preference_model,7,80,0.46888,0.01503,0.468809,0.36926,0.016105,0.223597,0.002201,0.150234,0.00878,0.108764,0.008388,0.107435,0.196457,0.115161,0.358004,0.154987,0.162975,0.220776,0.249819,0.0,0.0,0.088682,0.000492,0.424761
0.08,generic_pairwise_preference_model,8,80,0.471094,0.012691,0.469679,0.372353,0.014195,0.22662,0.002324,0.149836,0.009116,0.107601,0.00826,0.107604,0.196457,0.114837,0.359434,0.153908,0.162634,0.21953,0.250161,0.0,0.0,0.088868,0.000484,0.415069
0.08,generic_pairwise_preference_model,9,80,0.460677,0.013482,0.468487,0.363858,0.014954,0.226441,0.002412,0.14911,0.008882,0.108501,0.00842,0.107178,0.196457,0.114977,0.357869,0.153139,0.162842,0.219435,0.249715,0.0,0.0,0.088665,0.00048,0.41845
0.08,reward_model_rlhf_surrogate,0,80,0.486328,0.013017,0.490042,0.397185,0.014236,0.253061,0.002448,0.141702,0.008292,0.103936,0.007967,0.108794,0.206734,0.111488,0.389226,0.147503,0.156207,0.209809,0.238303,0.0,0.0,0.09233,0.000442,0.380497
0.08,reward_model_rlhf_surrogate,1,80,0.483333,0.01166,0.490686,0.395115,0.013322,0.252756,0.002219,0.142148,0.008476,0.103355,0.008098,0.10761,0.206734,0.110532,0.390296,0.147203,0.156703,0.209748,0.237136,0.0,0.0,0.092469,0.000474,0.393487
0.08,reward_model_rlhf_surrogate,2,80,0.486719,0.015146,0.490839,0.397658,0.015296,0.252332,0.002219,0.142058,0.008423,0.1034,0.007952,0.10827,0.206734,0.111297,0.390501,0.147011,0.15637,0.209607,0.238334,0.0,0.0,0.092496,0.000449,0.388051
0.08,reward_model_rlhf_surrogate,3,80,0.497656,0.014062,0.492632,0.406862,0.015023,0.251079,0.002159,0.140069,0.00824,0.103054,0.008246,0.108211,0.206734,0.111292,0.390316,0.146772,0.156654,0.208245,0.235776,0.0,0.0,0.092472,0.000453,0.378483
0.08,reward_model_rlhf_surrogate,4,80,0.488932,0.011482,0.489999,0.399238,0.012192,0.251774,0.002175,0.142517,0.008238,0.10273,0.008161,0.107949,0.206734,0.11151,0.389642,0.147897,0.155801,0.209644,0.237242,0.0,0.0,0.092384,0.000424,0.379863
0.08,reward_model_rlhf_surrogate,5,80,0.491797,0.012669,0.490704,0.40214,0.013358,0.253216,0.001784,0.141389,0.008166,0.103229,0.007959,0.108311,0.206734,0.110622,0.390127,0.147339,0.15651,0.209241,0.236308,0.0,0.0,0.092447,0.000459,0.383635
0.08,reward_model_rlhf_surrogate,6,80,0.497786,0.013632,0.490082,0.407055,0.014333,0.253487,0.002082,0.140271,0.008512,0.103842,0.008064,0.108357,0.206734,0.111024,0.389696,0.147431,0.156403,0.208942,0.236993,0.0,0.0,0.092391,0.00047,0.374324
0.08,reward_model_rlhf_surrogate,7,80,0.493099,0.01333,0.490284,0.403062,0.014327,0.251048,0.002073,0.140561,0.008254,0.103136,0.00794,0.107634,0.206734,0.111403,0.390138,0.147608,0.155881,0.208671,0.235463,0.0,0.0,0.092449,0.000434,0.39096
0.08,reward_model_rlhf_surrogate,8,80,0.500651,0.01061,0.488824,0.408937,0.012205,0.250603,0.002018,0.140377,0.008352,0.103874,0.008172,0.108808,0.206734,0.110731,0.39022,0.147443,0.155311,0.208828,0.236592,0.0,0.0,0.092459,0.000422,0.378485
0.08,reward_model_rlhf_surrogate,9,80,0.48125,0.014021,0.489867,0.393319,0.014783,0.251474,0.002365,0.141234,0.008282,0.10338,0.008,0.10869,0.206734,0.111206,0.39057,0.147707,0.156169,0.209277,0.237235,0.0,0.0,0.092505,0.000432,0.388989
0.08,uncertainty_query_preference_learner,0,80,0.490495,0.012323,0.500952,0.429047,0.012587,0.336425,0.002031,0.119375,0.006767,0.091571,0.007025,0.104524,0.349837,0.102269,0.470994,0.129619,0.135854,0.181264,0.20083,0.0,0.0,0.097236,0.000405,0.348636
0.08,uncertainty_query_preference_learner,1,80,0.50013,0.010789,0.500708,0.436861,0.011,0.33786,0.002356,0.119868,0.007161,0.090997,0.006975,0.104528,0.349837,0.101917,0.469361,0.129166,0.136391,0.181199,0.200622,0.0,0.0,0.097023,0.000411,0.351741
0.08,uncertainty_query_preference_learner,2,80,0.497005,0.012498,0.500932,0.434573,0.013021,0.338101,0.002338,0.119956,0.00725,0.09102,0.006856,0.103715,0.349837,0.101848,0.469857,0.129256,0.13584,0.181189,0.200888,0.0,0.0,0.097088,0.000411,0.351136
0.08,uncertainty_query_preference_learner,3,80,0.502865,0.011897,0.502957,0.438406,0.012146,0.33585,0.002194,0.12001,0.007145,0.091749,0.006973,0.103826,0.349837,0.102559,0.469385,0.130272,0.135522,0.181855,0.201301,0.0,0.0,0.097027,0.000412,0.346939
0.08,uncertainty_query_preference_learner,4,80,0.507161,0.013098,0.500258,0.441573,0.013374,0.334716,0.002198,0.119862,0.007278,0.092098,0.006918,0.104816,0.349837,0.102106,0.469938,0.129639,0.136496,0.181963,0.200995,0.0,0.0,0.097099,0.000403,0.337528
0.08,uncertainty_query_preference_learner,5,80,0.508594,0.013481,0.498975,0.444109,0.014465,0.336861,0.00195,0.119051,0.007024,0.090874,0.006921,0.104626,0.349837,0.101383,0.471822,0.128947,0.136428,0.180601,0.200357,0.0,0.0,0.097343,0.000423,0.341665
0.08,uncertainty_query_preference_learner,6,80,0.497005,0.01296,0.500483,0.434263,0.013338,0.337228,0.001736,0.119258,0.007207,0.091607,0.006887,0.104259,0.349837,0.101532,0.469862,0.130886,0.136351,0.181661,0.201959,0.0,0.0,0.097089,0.000385,0.347115
